drug_name,drug_name_en,drug_synonyms,targets,mechanism_of_action,research_institution,drug_category_1,drug_category_2,drug_category_3,drug_tag,pharmacological_type,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,disease_area,npuid,originator_country,highest_phase_indication_standard,global_highest_phase_all_indication,global_highest_phase_all_indication_date,global_highest_phase_all_indication_standard,research_institution_count,is_cyclic_peptide,is_rare_disease,is_top20_mnc,top20_mnc_list,originator_company_list,count_originator,research_institution_list,therapeutic_area_list,count_therapeutic_area,therapeutic_area_primary,therapeutic_area_secondary,therapeutic_area_tertiary,global_highest_phase_all_indication_sort_val,highest_phase_standard_sort_val,therapeutic_area_primary_en,therapeutic_area_secondary_en,therapeutic_area_tertiary_en,indications_json
兰瑞肽,lanreotide,兰瑞肽;lanreotide;Somatuline;索马杜林;ITM-014N;BIM23014C;BIM 23014C;BIM 23014;BIM-23014 C;Somatuline® Autogel®;Somatuline Autogel,somatostatin,somatostatin类似物,Ipsen;Teijin;Biomeasure;Tulane University(原研),创新药,化药,多肽,环肽;差异化疾病,类似物,批准上市,,Active,肿瘤领域;罕见疾病领域,DR015935,美国,approved,批准上市,2002/3/14,approved,4,TRUE,TRUE,FALSE,[],['Tulane University'],1,"['Ipsen', 'Teijin', 'Biomeasure', 'Tulane University(原研)']",['肿瘤领域'],1,肿瘤领域,,,5,5,Oncology,,,"[{""indication"": ""类癌"", ""indication_en"": ""carcinoid"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""类癌综合征"", ""indication_en"": ""carcinoid syndrome"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""肢端肥大症"", ""indication_en"": ""acromegaly"", ""therapeutic_area"": ""内分泌及代谢领域"", ""therapeutic_area_en"": ""Endocrinology & Metabolism"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""垂体瘤"", ""indication_en"": ""Pituitary tumor"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""胃肠胰神经内分泌肿瘤"", ""indication_en"": ""Gastroenteropancreatic neuroendocrine tumors"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""神经内分泌肿瘤"", ""indication_en"": ""neuroendocrine tumors"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 3"", ""highest_phase_sort_val"": 3}, {""indication"": ""胃肠道神经内分泌肿瘤"", ""indication_en"": ""gastrointestinal neuroendocrine tumors"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 3"", ""highest_phase_sort_val"": 3}]"
lanreotide acetate CRF,lanreotide acetate controlled release formulation,lanreotide acetate CRF;醋酸兰瑞肽控释注射剂;lanreotide acetate controlled release formulation,somatostatin,somatostatin类似物,ASCIL Biopharm(原研),微创新,化药,多肽,环肽;中国无申报,类似物,I期临床,,Active,肿瘤领域;罕见疾病领域,DR009210,澳大利亚,phase 1,I期临床,,phase 1,1,TRUE,TRUE,FALSE,[],['ASCIL Biopharm'],1,['ASCIL Biopharm(原研)'],['肿瘤领域'],1,肿瘤领域,,,1,1,Oncology,,,"[{""indication"": ""神经内分泌肿瘤"", ""indication_en"": ""neuroendocrine tumors"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}]"
来匹卢定,lepirudin,来匹卢定;lepirudin;Refludan;HBW 023;来匹芦定,thrombin;hirudin,hirudin类似物;thrombin抑制剂,Bayer(Top20 MNC);Hoechst(Sanofi)(Top20 MNC)(原研)(无权益),创新药,生物,多肽,环肽;First-in-Class;差异化疾病,抑制剂;类似物,批准上市,,Active,血液领域,DR057151,欧洲,approved,批准上市,1997/3/12,approved,2,TRUE,FALSE,TRUE,"['Bayer', 'Hoechst(Sanofi)']",['Hoechst(Sanofi)'],1,"['Bayer(Top20 MNC)', 'Hoechst(Sanofi)(Top20 MNC)(原研)(无权益)']",['血液领域'],1,血液领域,,,5,5,Hematology,,,"[{""indication"": ""肝素引起的血小板减少症"", ""indication_en"": ""Heparin-induced thrombocytopenia"", ""therapeutic_area"": ""血液领域"", ""therapeutic_area_en"": ""Hematology"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}]"
利那洛肽,linaclotide,利那洛肽;linaclotide;Linzess;Constella;ASP0456;MD-1100;令泽舒;MD-7246,GC-C,GC-C激动剂,AstraZeneca(Top20 MNC);Astellas Pharma(Top20 MNC);Forest Laboratories(AbbVie)(Top20 MNC);Ironwood Pharmaceuticals(原研),创新药,化药,多肽,环肽;First-in-Class;差异化疾病,激动剂,批准上市,2012/8/30,Active,消化领域,DR031924,美国,approved,批准上市,2012/8/30,approved,4,TRUE,FALSE,TRUE,"['AstraZeneca', 'Astellas Pharma', 'Forest Laboratories(AbbVie)']",['Ironwood Pharmaceuticals'],1,"['AstraZeneca(Top20 MNC)', 'Astellas Pharma(Top20 MNC)', 'Forest Laboratories(AbbVie)(Top20 MNC)', 'Ironwood Pharmaceuticals(原研)']",['消化领域'],1,消化领域,,,5,5,Digestive System,,,"[{""indication"": ""便秘型肠易激综合征"", ""indication_en"": ""constipation irritable bowel syndrome"", ""therapeutic_area"": ""消化领域"", ""therapeutic_area_en"": ""Digestive System"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""便秘"", ""indication_en"": ""constipate"", ""therapeutic_area"": ""消化领域"", ""therapeutic_area_en"": ""Digestive System"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""慢性特发性便秘"", ""indication_en"": ""chronic idiopathic constipation"", ""therapeutic_area"": ""消化领域"", ""therapeutic_area_en"": ""Digestive System"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""结直肠癌"", ""indication_en"": ""colorectal cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""肠易激综合征"", ""indication_en"": ""irritable bowel syndrome"", ""therapeutic_area"": ""消化领域"", ""therapeutic_area_en"": ""Digestive System"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""肠道清洗"", ""indication_en"": ""bowel cleansing"", ""therapeutic_area"": ""消化领域"", ""therapeutic_area_en"": ""Digestive System"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}, {""indication"": ""急性胰腺炎"", ""indication_en"": ""acute pancreatitis"", ""therapeutic_area"": ""消化领域"", ""therapeutic_area_en"": ""Digestive System"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}]"
lonodelestat,lonodelestat,lonodelestat;POL6014,ELA2,ELA2抑制剂,Polyphor(Spexis)(原研);Santhera Pharmaceuticals(无权益),创新药,化药,多肽,环肽;差异化疾病,抑制剂,I期临床,,Active,罕见疾病领域;呼吸领域,DR043769,欧洲,phase 1,I/II期临床,2017/6/23,phase 2,2,TRUE,TRUE,FALSE,[],['Polyphor(Spexis)'],1,"['Polyphor(Spexis)(原研)', 'Santhera Pharmaceuticals(无权益)']",['呼吸领域'],1,呼吸领域,,,2,1,Respiratory,,,"[{""indication"": ""α1-抗胰蛋白酶缺乏症"", ""indication_en"": ""α1-antitrypsin deficiency"", ""therapeutic_area"": ""呼吸领域"", ""therapeutic_area_en"": ""Respiratory"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}, {""indication"": ""原发性纤毛运动障碍"", ""indication_en"": ""primary ciliary dyskinesia"", ""therapeutic_area"": ""呼吸领域"", ""therapeutic_area_en"": ""Respiratory"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}]"
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,批准上市,2017/9/26,Active,肿瘤领域;罕见疾病领域,DR030635,欧洲,approved,批准上市,2017/9/26,approved,2,TRUE,TRUE,TRUE,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",['肿瘤领域'],1,肿瘤领域,,,5,5,Oncology,,,"[{""indication"": ""胃肠胰神经内分泌肿瘤"", ""indication_en"": ""Gastroenteropancreatic neuroendocrine tumors"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""胰腺神经内分泌肿瘤"", ""indication_en"": ""pancreatic neuroendocrine tumors"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 3"", ""highest_phase_sort_val"": 3}, {""indication"": ""胃肠道神经内分泌肿瘤"", ""indication_en"": ""gastrointestinal neuroendocrine tumors"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 3"", ""highest_phase_sort_val"": 3}, {""indication"": ""神经内分泌肿瘤"", ""indication_en"": ""neuroendocrine tumors"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 3"", ""highest_phase_sort_val"": 3}, {""indication"": ""实体瘤"", ""indication_en"": ""solid tumors"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""小细胞肺癌"", ""indication_en"": ""small cell lung cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""乳腺癌"", ""indication_en"": ""breast cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""Merkel细胞瘤"", ""indication_en"": ""Merkel cell tumor"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""前列腺癌"", ""indication_en"": ""prostate cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""胶质母细胞瘤"", ""indication_en"": ""glioblastoma"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""髓样甲状腺癌"", ""indication_en"": ""medullary thyroid cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""嗜铬细胞瘤"", ""indication_en"": ""Pheochromocytoma"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""副神经节瘤"", ""indication_en"": ""paraganglioma"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""癌症肝转移"", ""indication_en"": ""cancer liver metastasis"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""脑膜瘤"", ""indication_en"": ""Meningioma"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""胸腺癌"", ""indication_en"": ""thymic cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""神经内分泌前列腺癌"", ""indication_en"": ""neuroendocrine prostate cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""弥漫性内因性脑桥神经胶质瘤"", ""indication_en"": ""Diffuse intrinsic pontine glioma"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""非霍奇金淋巴瘤"", ""indication_en"": ""non-hodgkin lymphoma"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}]"
macrocyclic peptide 5L1,macrocyclic peptide 5L1 (Shandong University),macrocyclic peptide 5L1;macrocyclic peptide 5L1 (山东大学);macrocyclic peptide 5L1 (Shandong University),Mcl-1,Mcl-1抑制剂;Mcl-1分子胶,山东大学(原研);智峪生科,创新药,化药,多肽,环肽;细胞凋亡;非降解型分子胶;Potential First-in-Class,抑制剂;分子胶,临床前,,Active,肿瘤领域,DR077255,中国(内地),pre-clinical,临床前,,pre-clinical,2,TRUE,FALSE,FALSE,[],['山东大学'],1,"['山东大学(原研)', '智峪生科']",['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""癌症"", ""indication_en"": ""cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
macrocyclic peptide antagonist of IL-11,macrocyclic peptide antagonist of IL-11 (Xuzhou Medical University),macrocyclic peptide antagonist of IL-11;macrocyclic peptide antagonist of IL-11 (Xuzhou Medical University),IL-11,IL-11拮抗剂,徐州医科大学(原研),创新药,化药,多肽,环肽;差异化疾病;Potential First-in-Class,拮抗剂,临床前,,Active,泌尿生殖领域,DR084897,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['徐州医科大学'],1,['徐州医科大学(原研)'],['泌尿生殖领域'],1,泌尿生殖领域,,,-1,-1,Genitourinary,,,"[{""indication"": ""肾纤维化"", ""indication_en"": ""renal fibrosis"", ""therapeutic_area"": ""泌尿生殖领域"", ""therapeutic_area_en"": ""Genitourinary"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
macrocyclic peptide therapeutics,macrocyclic peptide therapeutics (Pfizer),macrocyclic peptide therapeutics;macrocyclic peptide therapeutics (Pfizer),not available,,Pfizer(Top20 MNC);Circle Pharma(原研),创新药,化药,多肽,环肽,其他,临床前,,Active,其他领域,DR078876,美国,pre-clinical,临床前,,pre-clinical,2,TRUE,FALSE,TRUE,['Pfizer'],['Circle Pharma'],1,"['Pfizer(Top20 MNC)', 'Circle Pharma(原研)']",['其他领域'],1,其他领域,,,-1,-1,Others,,,"[{""indication"": ""未知/待定"", ""indication_en"": ""unknown/pending"", ""therapeutic_area"": ""其他领域"", ""therapeutic_area_en"": ""Others"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
米卡芬净,micafungin,米卡芬净;micafungin;Mycamine;FK463;FR179642;Funguard,glucan synthase,棘白菌素类抗真菌药;脂肽类抗真菌药,Sandoz;Astellas Pharma(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽,棘白菌素类抗真菌药;脂肽类抗真菌药,批准上市,,Active,感染领域,DR042817,日本,approved,批准上市,2002/10/8,approved,2,TRUE,FALSE,TRUE,['Astellas Pharma'],['Astellas Pharma'],1,"['Sandoz', 'Astellas Pharma(Top20 MNC)(原研)(无权益)']",['感染领域'],1,感染领域,,,5,5,Infectious Diseases,,,"[{""indication"": ""曲霉病"", ""indication_en"": ""Aspergillosis"", ""therapeutic_area"": ""感染领域"", ""therapeutic_area_en"": ""Infectious Diseases"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""念珠菌病"", ""indication_en"": ""candidiasis"", ""therapeutic_area"": ""感染领域"", ""therapeutic_area_en"": ""Infectious Diseases"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""侵袭性念珠菌病"", ""indication_en"": ""Invasive candidiasis"", ""therapeutic_area"": ""感染领域"", ""therapeutic_area_en"": ""Infectious Diseases"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""食管念珠菌感染"", ""indication_en"": ""Esophageal Candida Infection"", ""therapeutic_area"": ""感染领域"", ""therapeutic_area_en"": ""Infectious Diseases"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}]"
莫替福肽,motixafortide,莫替福肽;motixafortide;BL-8040;BKT140;4F-benzoyl-TN14003;BKT-140;T140;GFH168;Aphexda,CXCR4,CXCR4拮抗剂,BioLineRx;劲方医药;Biokine Therapeutics(原研);誉衡生物;Ayrmid,创新药,化药,多肽,环肽;差异化疾病;G蛋白偶联受体,拮抗剂,批准上市,2023/9/11,Active,肿瘤领域;血液领域;罕见疾病领域,DR041695,以色列,approved,批准上市,2023/9/8,approved,5,TRUE,TRUE,FALSE,[],['Biokine Therapeutics'],1,"['BioLineRx', '劲方医药', 'Biokine Therapeutics(原研)', '誉衡生物', 'Ayrmid']","['肿瘤领域', '血液领域']",2,肿瘤领域,血液领域,,5,5,Oncology,Hematology,,"[{""indication"": ""多发性骨髓瘤"", ""indication_en"": ""multiple myeloma"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""干细胞动员"", ""indication_en"": ""stem cell mobilization"", ""therapeutic_area"": ""血液领域"", ""therapeutic_area_en"": ""Hematology"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""胰腺癌"", ""indication_en"": ""pancreatic cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""急性髓系白血病"", ""indication_en"": ""acute myeloid leukemia"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""胃癌"", ""indication_en"": ""stomach cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""镰状细胞病"", ""indication_en"": ""sickle cell disease"", ""therapeutic_area"": ""血液领域"", ""therapeutic_area_en"": ""Hematology"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}]"
莫瑞伐定,murepavadin,莫瑞伐定;murepavadin;POL7080;RG7929;RO7033877,LptD,抗生素,Polyphor(Spexis)(原研);Roche(Top20 MNC)(无权益),创新药,化药,多肽,环肽;Potential First-in-Class,抗生素,申报临床,,Active,呼吸领域;罕见疾病领域,DR030039,欧洲,ind,III期临床,2018/1/24,phase 3,2,TRUE,TRUE,TRUE,['Roche'],['Polyphor(Spexis)'],1,"['Polyphor(Spexis)(原研)', 'Roche(Top20 MNC)(无权益)']",['呼吸领域'],1,呼吸领域,,,3,0,Respiratory,,,"[{""indication"": ""囊性纤维化"", ""indication_en"": ""cystic fibrosis"", ""therapeutic_area"": ""呼吸领域"", ""therapeutic_area_en"": ""Respiratory"", ""highest_phase"": ""ind"", ""highest_phase_sort_val"": 0}]"
myostatin therapeutic peptide,myostatin therapeutic peptide (Kawasaki Medical School),myostatin therapeutic peptide;myostatin therapeutic peptide (Kawasaki Medical School),myostatin,myostatin抑制剂,PeptiDream(原研);Kawasaki Medical School(原研),创新药,化药,多肽,环肽;TGF-β信号通路,抑制剂,临床前,2024/12/12,Active,内分泌及代谢领域,DR011921,日本,pre-clinical,临床前,2024/12/12,pre-clinical,2,TRUE,FALSE,FALSE,[],"['PeptiDream', 'Kawasaki Medical School']",2,"['PeptiDream(原研)', 'Kawasaki Medical School(原研)']",['内分泌及代谢领域'],1,内分泌及代谢领域,,,-1,-1,Endocrinology & Metabolism,,,"[{""indication"": ""肥胖"", ""indication_en"": ""obesity"", ""therapeutic_area"": ""内分泌及代谢领域"", ""therapeutic_area_en"": ""Endocrinology & Metabolism"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""假肥大性肌营养不良"", ""indication_en"": ""Duchenne muscular dystrophy"", ""therapeutic_area"": ""骨骼肌肉领域"", ""therapeutic_area_en"": ""Musculoskeletal"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
那韦培肽,navepegritide,那韦培肽;navepegritide;TransCon CNP,CNP,CNP类似物,Teijin;Ascendis Pharma(原研);维昇药业,创新药,化药,多肽,环肽;差异化疾病,类似物,申请上市,2025/3/31,Active,骨骼肌肉领域;罕见疾病领域,DR011859,欧洲,pre-registration,申请上市,2025/3/31,pre-registration,3,TRUE,TRUE,FALSE,[],['Ascendis Pharma'],1,"['Teijin', 'Ascendis Pharma(原研)', '维昇药业']",['骨骼肌肉领域'],1,骨骼肌肉领域,,,4,4,Musculoskeletal,,,"[{""indication"": ""软骨发育不全"", ""indication_en"": ""Achondroplasia"", ""therapeutic_area"": ""骨骼肌肉领域"", ""therapeutic_area_en"": ""Musculoskeletal"", ""highest_phase"": ""pre-registration"", ""highest_phase_sort_val"": 4}]"
