drug_name,targets,mechanism_of_action,research_institution,indication_original,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,drug_category_3,drug_category_2,drug_tag,pharmacological_type,drug_category_1,drug_synonyms,carrier_type,disease_area,formulation_china,npuid,additional_data,originator_country,originator_rightsregion,china_highest_phase,usa_highest_phase,china_highest_phase_start_date,usa_highest_phase_start_date,highest_phase_indication_standard,global_highest_phase_all_indication,global_highest_phase_all_indication_date,global_highest_phase_all_indication_standard,research_institution_count,is_cyclic_peptide,is_rare_disease,is_top20_mnc,top20_mnc_list,originator_company_list,count_originator,research_institution_list,therapeutic_area_norm,indication,therapeutic_area_list,count_therapeutic_area,therapeutic_area_primary,therapeutic_area_secondary,therapeutic_area_tertiary,global_highest_phase_all_indication_sort_val,highest_phase_standard_sort_val,therapeutic_area_norm_en,therapeutic_area_primary_en,therapeutic_area_secondary_en,therapeutic_area_tertiary_en,indication_en,drug_name_en,drug_synonyms_en
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),非霍奇金淋巴瘤(差异化疾病),I期临床,2023-08-16,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域;血液领域;罕见疾病领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,I期临床,,2023-08-16,phase 1,批准上市,2017-09-26,approved,2,True,True,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,非霍奇金淋巴瘤,"['肿瘤领域', '血液领域']",2,肿瘤领域,血液领域,,5,1,Oncology,Oncology,Hematology,,non-hodgkin lymphoma,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),间皮瘤(差异化疾病),I期临床,2020-05-05,Unknown,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域;罕见疾病领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,2017-09-26,approved,2,True,True,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,间皮瘤,['肿瘤领域'],1,肿瘤领域,,,5,1,Oncology,Oncology,,,Mesothelioma,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),消化道癌症,I期临床,2020-01-21,Unknown,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,I期临床,,2020-01-21,phase 1,批准上市,2017-09-26,approved,2,True,False,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,消化道癌症,['肿瘤领域'],1,肿瘤领域,,,5,1,Oncology,Oncology,,,digestive tract cancer,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
镥[177lu]氧奥曲肽,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),胸腺瘤(差异化疾病),I期临床,2020-05-05,Unknown,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,创新药,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,,肿瘤领域;罕见疾病领域,III期临床:注射剂,DR030635,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,2017-09-26,approved,2,True,True,True,['Novartis'],['Novartis'],1,"['Novartis(Top20 MNC)(原研)', 'FUJIFILM Toyama(PeptiDream)']",肿瘤领域,胸腺瘤,['肿瘤领域'],1,肿瘤领域,,,5,1,Oncology,Oncology,,,thymoma,lutetium Lu-177 dotatate,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008
Cequa,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,康哲药业;Ocular Technologies(Sun Pharma);Auven Therapeutics(原研)(无权益),干眼病,批准上市,2018-08-14,Active,多肽,化药,环肽;胆汁酸通路;非降解型分子胶,抑制剂;分子胶,微创新,Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101,,眼科领域,III期临床:滴眼剂,DR038984,否,欧洲,,III期临床,批准上市,2020-09-07,2018-08-14,approved,批准上市,2018-08-14,approved,3,True,False,False,[],['Auven Therapeutics'],1,"['康哲药业', 'Ocular Technologies(Sun Pharma)', 'Auven Therapeutics(原研)(无权益)']",眼科领域,干眼病,['眼科领域'],1,眼科领域,,,5,5,Ophthalmology,Ophthalmology,,,dry eye disease,Cequa (cyclosporine A),Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101
Cequa,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,康哲药业;Ocular Technologies(Sun Pharma);Auven Therapeutics(原研)(无权益),角结膜炎,III期临床,2016-07-27,Inactive,多肽,化药,环肽;胆汁酸通路;非降解型分子胶,抑制剂;分子胶,微创新,Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101,,眼科领域,III期临床:滴眼剂,DR038984,否,欧洲,,,,,,phase 3,批准上市,2018-08-14,approved,3,True,False,False,[],['Auven Therapeutics'],1,"['康哲药业', 'Ocular Technologies(Sun Pharma)', 'Auven Therapeutics(原研)(无权益)']",眼科领域,角结膜炎,['眼科领域'],1,眼科领域,,,5,3,Ophthalmology,Ophthalmology,,,keratoconjunctivitis,Cequa (cyclosporine A),Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101
Cequa,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,康哲药业;Ocular Technologies(Sun Pharma);Auven Therapeutics(原研)(无权益),炎症(未指明),I期临床,2023-07-24,Active,多肽,化药,环肽;胆汁酸通路;非降解型分子胶,抑制剂;分子胶,微创新,Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101,,免疫领域,III期临床:滴眼剂,DR038984,否,欧洲,,,,,,phase 1,批准上市,2018-08-14,approved,3,True,False,False,[],['Auven Therapeutics'],1,"['康哲药业', 'Ocular Technologies(Sun Pharma)', 'Auven Therapeutics(原研)(无权益)']",免疫领域,炎症(未指明),['免疫领域'],1,免疫领域,,,5,1,Immunology,Immunology,,,Inflammation (unspecified),Cequa (cyclosporine A),Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,多发性骨髓瘤(差异化疾病),批准上市,2018-12-11,Active,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域;血液领域;罕见疾病领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,III期临床,,2010-04-13,approved,批准上市,2018-12-11,approved,4,True,True,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,多发性骨髓瘤,"['肿瘤领域', '血液领域']",2,肿瘤领域,血液领域,,5,5,Oncology,Oncology,Hematology,,multiple myeloma,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,新型冠状病毒感染,III期临床,2021-03-05,Active,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,感染领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 3,批准上市,2018-12-11,approved,4,True,False,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",感染领域,新型冠状病毒感染,['感染领域'],1,感染领域,,,5,3,Infectious Diseases,Infectious Diseases,,,novel coronavirus infection,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,非小细胞肺癌(差异化疾病),II期临床,,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2018-12-11,approved,4,True,False,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,非小细胞肺癌,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,non-small cell lung cancer,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,小细胞肺癌(差异化疾病),II期临床,,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域;罕见疾病领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2018-12-11,approved,4,True,True,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,小细胞肺癌,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,small cell lung cancer,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,黑色素瘤(差异化疾病),II期临床,,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域;罕见疾病领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2018-12-11,approved,4,True,True,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,黑色素瘤,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,melanoma,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,肾细胞癌(差异化疾病),II期临床,,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2018-12-11,approved,4,True,False,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,肾细胞癌,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,renal cell carcinoma,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,膀胱癌,II期临床,,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2018-12-11,approved,4,True,False,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,膀胱癌,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,bladder cancer,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,尿路上皮癌(差异化疾病),II期临床,2005-03-31,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2018-12-11,approved,4,True,False,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,尿路上皮癌,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,urothelial carcinoma,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,髓样甲状腺癌(差异化疾病),II期临床,,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域;罕见疾病领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2018-12-11,approved,4,True,True,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,髓样甲状腺癌,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,medullary thyroid cancer,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,非霍奇金淋巴瘤,II期临床,2005-03-30,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域;血液领域;罕见疾病领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2018-12-11,approved,4,True,True,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,非霍奇金淋巴瘤,"['肿瘤领域', '血液领域']",2,肿瘤领域,血液领域,,5,2,Oncology,Oncology,Hematology,,non-hodgkin lymphoma,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,骨髓纤维化(差异化疾病),II期临床,2010-06-23,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域;血液领域;罕见疾病领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,II期临床,,2010-06-23,phase 2,批准上市,2018-12-11,approved,4,True,True,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,骨髓纤维化,"['肿瘤领域', '血液领域']",2,肿瘤领域,血液领域,,5,2,Oncology,Oncology,Hematology,,myelofibrosis,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,脂肪肉瘤,II期临床,,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域;罕见疾病领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2018-12-11,approved,4,True,True,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,脂肪肉瘤,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,liposarcoma,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,去势抵抗前列腺癌(差异化疾病),II期临床,2008-10-28,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,II期临床,,2008-10-28,phase 2,批准上市,2018-12-11,approved,4,True,False,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,去势抵抗前列腺癌,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,Castration-resistant prostate cancer,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,血管免疫母细胞性T细胞淋巴瘤(差异化疾病),II期临床,2017-03-06,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,血液领域;肿瘤领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,II期临床,,2017-03-06,phase 2,批准上市,2018-12-11,approved,4,True,False,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,血管免疫母细胞性T细胞淋巴瘤,"['血液领域', '肿瘤领域']",2,血液领域,肿瘤领域,,5,2,Oncology,Hematology,Oncology,,angioimmunoblastic T-cell lymphoma,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,侵袭性非霍奇金淋巴瘤,II期临床,2009-04-20,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域;血液领域;罕见疾病领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2018-12-11,approved,4,True,True,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,侵袭性非霍奇金淋巴瘤,"['肿瘤领域', '血液领域']",2,肿瘤领域,血液领域,,5,2,Oncology,Oncology,Hematology,,Aggressive non-Hodgkin lymphoma,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
普利肽新,EEF1A1,EEF1A1抑制剂,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,去分化脂肪肉瘤(差异化疾病),II期临床,2009-05-19,Inactive,其他,化药,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,创新药,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,,肿瘤领域,,DR011563,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,2018-12-11,approved,4,True,False,True,['Chugai Pharmaceutical'],['PharmaMar'],1,"['Boryung Pharmaceutical', 'Chugai Pharmaceutical(Top20 MNC)', 'PharmaMar(原研)', 'Specialised Therapeutics']",肿瘤领域,去分化脂肪肉瘤,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,dedifferentiated liposarcoma,普利肽新,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine
